,index,type,title,text,chars,scene,text_in_book,score,chapter,vote_chapter,vote_percentage
246,370,dialog,STU HOPPS,"Ah, she's not a real cop! Our prayers have been answered! ",{'hopps': 8},19,She's not a real cop! Our prayers have been answered! ,0.982402,27,27,0.7777777777777778
247,371,dialog,BONNIE HOPPS,Glorious day! ,{'hopps': 8},19,Glorious day! ,1.0,27,27,0.7777777777777778
248,372,dialog,STU HOPPS,"Meter maid, meter maid! ",{'hopps': 8},19,Meter maid! Meter maid! Meter maid! ,0.9627895,27,27,0.7777777777777778
249,373,dialog,HOPPS,Dad! Dad-- ,{'hopps': 8},19,Dad. Dad! ,0.84610933,27,27,0.7777777777777778
250,374,dialog,STU HOPPS,"Meter maid, meter maid! ",{'hopps': 8},19,Meter maid! Meter maid! Meter maid! ,0.9627895,27,27,0.7777777777777778
251,375,dialog,HOPPS,"DAD! You know what-- it's been a really long day, I should really-- ",{'hopps': 8},19,Dad. Dad! ,0.5385115,27,27,0.7777777777777778
252,376,dialog,BONNIE HOPPS,That's right. You get some rest! ,{'hopps': 8},19,That's right. You get some rest! ,1.0000001,27,27,0.7777777777777778
253,377,dialog,STU HOPPS,Those meters aren't gonna maid themselves. ,{'hopps': 8},19,"Absolutely. Those meters aren't gonna maid￼ themselves, ",0.7678489,27,27,0.7777777777777778
254,378,dialog,BONNIE HOPPS,Bye bye! ,{'hopps': 8},19,"Bye, everybody! Bye! ",0.82181376,22,27,0.7777777777777778
255,379,dialog,HOPPS,(eye roll) Buh-bye. ,{'hopps': 8},19,"Bye-bye, bunny, ",0.5691325,19,27,0.7777777777777778
256,381,dialog,ORYX POOTOSSER,Hey Bunny! Turn down that depressing music! ,{'hopps': 8},19,"Cry, little baby bunny. Cry, cry—",0.56813836,12,27,0.7777777777777778
257,382,dialog,KUDU POOTOSSER,Leave the meter maid alone! Didn't you hear her conversation? She feels like a failure! ,{'hopps': 8},19,Leave the meter maid alone! ,0.86527205,27,27,0.7777777777777778
258,384,dialog,ORYX POOTOSSER,"Oh, shut up! ",{'hopps': 8},19,All right! Enough! Shut it! ,0.5769766,20,27,0.7777777777777778
259,385,dialog,KUDU POOTOSSER,You shut up! ,{'hopps': 8},19,Stop! ,0.62692827,28,27,0.7777777777777778
260,386,dialog,ORYX POOTOSSER,You shut up! ,{'hopps': 8},19,Stop! ,0.62692827,28,27,0.7777777777777778
261,387,dialog,HOPPS,(quietly to herself) Tomorrow's another day... ,{'hopps': 8},19,"Tomorrow's another day, ",0.6562612,27,27,0.7777777777777778
262,388,dialog,ORYX POOTOSSER,"Yeah, but it might be worse! ",{'hopps': 8},19,"Yeah, but it might be worse! ",1.0000002,27,27,0.7777777777777778
263,391,dialog,MOOSE,I was 30 seconds over! ,{},20,I had to do it! ,0.41072124,13,28,0.75
264,393,dialog,ANGRY GERBIL LADY,"Ugh! Yeah you're a real hero, lady! ",{},20,"You're a real hero, lady! ",0.9073769,28,28,0.75
265,395,dialog,HIPPO CHILD,My mommy says she wishes you were dead. ,{},20,My mommy says she wishes you were dead.,1.0,28,28,0.75
266,396,dialog,ANGRY DRIVER,"Un-cool, rabbit. My tax dollars pay your salary. ",{},20,"Uncool, rabbit. My tax dollars pay your salary.",0.8482581,28,28,0.75
267,398,dialog,HOPPS,(less convinced with each utterance) I am a real cop. I am a real cop. I am a real cop. I am a real cop... ,{'hopps': 3},21,I am a real cop. I am a real cop…,0.88892674,28,28,0.5
268,399,dialog,FRANTIC PIG,Hey! ,{'hopps': 3},21,Hey! ,1.0000001,12,28,0.5
269,401,dialog,FRANTIC PIG,You! Bunny! ,{'hopps': 3},21,You! Bunny! ,1.0000002,28,28,0.5
270,402,dialog,HOPPS,"(rote) Sir, if you have a grievance, you may contest your citation in traffic court. ",{'hopps': 3},21,Parking duty. Dismissed! ,0.4699808,24,28,0.5
271,403,dialog,FRANTIC PIG,"What're you talking about? My shop! It was just robbed! Look, he's getting away! Well are you a cop or not? ",{'hopps': 3},21,"My shop! It just got robbed! Look, he's getting away! Well! Are you a cop or not? ",0.96556306,28,28,0.5
272,405,dialog,HOPPS,"(snapping out of it) Oh, yes! Yes! Don't worry, sir, I got this! ",{'hopps': 3},21,"Oh, I'm sorry… sir! ",0.4953596,10,28,0.5
273,407,dialog,HOPPS,Stop! Stop in the name of the law! ,{'hopps': 3},22,Stop in the name of the law! ,0.9651314,28,28,0.8571428571428571
274,408,dialog,DUKE WEASELTON,"Catch me if you can, Cottontail! ",{'hopps': 3},22,"Catch me if you can, cottontail! ",1.0000001,28,28,0.8571428571428571
275,410,dialog,DUKE WEASELTON,Whoa. Coming through! ,{'hopps': 3},22,Over there! ,0.48361254,19,28,0.8571428571428571
276,411,dialog,MCHORN,"This is Officer McHorn, we got a 10- ",{'hopps': 3},22,"This is Officer McHorn. We've got a 10-31, ",0.9159657,28,28,0.8571428571428571
277,413,dialog,HOPPS,"I got dibs! Officer Hopps, I am in pursuit! ",{'hopps': 3},22,I got dibs￼! Officer Hopps. I am in pursuit! ,0.84149003,28,28,0.8571428571428571
278,415,dialog,HOPPS,You! Freeze! ,{'hopps': 3},22,Freeze! ,0.86258566,28,28,0.8571428571428571
279,416,dialog,MCHORN,"(arriving, but too big to enter) Hey! Metermaid! Wait for the real cops! ",{'hopps': 3},22,"Hey, meter maid! Wait for the real cops! ",0.71580094,28,28,0.8571428571428571
280,418,dialog,HOPPS,Stop! ,{'hopps': 4},23,Stop! ,1.0,28,28,0.6666666666666666
281,420,dialog,HOPPS,"Oh! Oh, sorry! Coming through! `Scuse me! `Scuse me. Pardon... ",{'hopps': 4},23,"Oh, I'm sorry… sir! ",0.4318126,10,28,0.6666666666666666
282,422,dialog,DUKE WEASELTON,"Bon voyage, flat foot! ",{'hopps': 4},23,"Bon voyage￼, flatfoot! ",0.74738586,28,28,0.6666666666666666
283,424,dialog,HOPPS,Hey! Stop right there! ,{'hopps': 4},23,Stop right there! ,0.8477059,28,28,0.6666666666666666
284,426,dialog,DUKE WEASELTON,"Have a donut, coppah! ",{'hopps': 4},23,"Have a donut, copper! ",0.73423874,28,28,0.6666666666666666
285,428,dialog,FRU FRU SHREW,"Ohmygawd, did you see those leopard print jeggings? (sees the donut about to kill her) Aaaaaaaaaaaagh! ",{'hopps': 4},23,"Ohmygawd, did you see those leopard-print jeggings? ",0.7278566,28,28,0.6666666666666666
286,430,dialog,HOPPS,I love your hair. ,{'hopps': 4},23,I love your hair.,1.0000001,28,28,0.6666666666666666
287,431,dialog,FRU FRU SHREW,Aw... thank you. ,{'hopps': 4},23,"Aw, thank you, ",0.68231595,6,28,0.6666666666666666
288,433,dialog,DUKE WEASELTON,Come to papa... ,{'hopps': 4},23,Daddy has to.,0.4004892,6,28,0.6666666666666666
289,436,dialog,CLAWHAUSER,"Okay, you're gonna have to be patient and wait in line just like everyone else, Mrs. Otterton, okay? ","{'hopps': 1, 'bogo': 1}",24,Mrs. Otterton? Please wait out here.,0.7247257,28,28,0.6666666666666666
290,438,dialog,HOPPS,I popped the weasel! ,"{'hopps': 1, 'bogo': 1}",24,I popped the weasel! ,1.0000002,28,28,0.6666666666666666
291,440,dialog,BOGO,HOPPS! ,"{'hopps': 1, 'bogo': 1}",24,Hopps. Now! ,0.91166574,14,28,0.6666666666666666
292,442,dialog,BOGO,"Abandoning your post, inciting a scurry, reckless endangerment of rodents... but to be fair, you did stop a master criminal from stealing two dozen... moldy onions. ","{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,"Abandoning your post, inciting a scurry, reckless endangerment of rodents… but to be fair, you did stop a master criminal from stealing two dozen… um, let's see… moldy￼ onions.",0.90234554,28,28,0.9111111111111111
293,443,dialog,HOPPS,"Hate to disagree with you, sir, but those aren't onions. Those are a crocus varietal called Midnicampum Holicithias. They're a Class C Botanical, sir. I grew up in a family where plant husbandry was kind of a thing. ","{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,"Hate to disagree with you, sir, but those aren't onions, ",0.80187577,28,28,0.9111111111111111
294,444,dialog,BOGO,"Shut your tiny mouth, now. ","{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,"Shut your tiny mouth, now, ",0.96010715,28,28,0.9111111111111111
295,445,dialog,HOPPS,"Sir, I got the bad guy. That's my job. ","{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,"Sir, I got the bad guy. That's my job.",0.99999994,28,28,0.9111111111111111
296,446,dialog,BOGO,Your job is putting tickets on parked cars. ,"{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,Your job is putting tickets on parked cars.,1.0,28,28,0.9111111111111111
297,447,dialog,CLAWHAUSER,"Chief, uh, Mrs. Otterton's here to see you again. ","{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,"Chief, uh, Mrs. Otterton's here to see you again.",0.99999994,28,28,0.9111111111111111
298,448,dialog,BOGO,Not now. ,"{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,"Not now, ",0.8631354,28,28,0.9111111111111111
299,449,dialog,CLAWHAUSER,"Okay, I just didn't know if you wanted to take it this time, she seems really upset-- ","{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,"Okay, I just didn't know if you wanted to take it this time—",0.61934286,28,28,0.9111111111111111
300,450,dialog,BOGO,Not now! ,"{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,Not now! ,1.0000001,28,28,0.9111111111111111
301,451,dialog,HOPPS,"Sir, I don't want to be a meter maid... I wanna be a real cop. ","{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,"Hey, meter maid! Wait for the real cops! ",0.8001371,28,28,0.9111111111111111
302,452,dialog,BOGO,Do you think the Mayor asked what I wanted when he assigned you to me? ,"{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,Do you think the mayor asked what I wanted before he assigned you to me? ,0.9936835,28,28,0.9111111111111111
303,453,dialog,HOPPS,"But sir, if you-- ","{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,"But, sir—",0.7621242,28,28,0.9111111111111111
304,454,dialog,BOGO,Life isn't some cartoon musical where you sing a little song and your insipid dreams magically come true. So let it go! ,"{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,Life isn't some cartoon musical where you sing a little song and your insipid dreams magically come true. So let it go.,0.9932713,28,28,0.9111111111111111
305,456,dialog,MRS. OTTERTON,Chief Bogo please-- five minutes of your time. Please... ,"{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,"Chief Bogo, please, just five minutes of your time, ",0.9514719,28,28,0.9111111111111111
306,457,dialog,CLAWHAUSER,"I'm sorry, sir, I tried to stop her, she is super slippery. I gotta go sit down. ","{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,"I'm sorry, sir, I tried to stop her; she is super slippery￼. I gotta go sit down, ",0.7502802,28,28,0.9111111111111111
307,458,dialog,BOGO,"Ma'am, as I've told you, we are doing everything we can... ","{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,"Ma'am, as I've told you, we are doing everything we can, ",0.981519,28,28,0.9111111111111111
308,459,dialog,MRS. OTTERTON,My husband has been missing for ten days. His name is Emmitt Otterton. ,"{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,"My husband has been missing for ten days, ",0.75405276,28,28,0.9111111111111111
309,460,dialog,BOGO,"Yes, I know. ","{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,"Yes, I know, ",0.910195,28,28,0.9111111111111111
310,461,dialog,MRS. OTTERTON,He's a florist. We have two beautiful children. He would never just disappear. ,"{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,We have two beautiful children. He would never just disappear.,0.7847403,28,28,0.9111111111111111
311,463,dialog,BOGO,"Ma'am, our detectives are very busy. ","{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,"Ma'am, our detectives are very busy.",0.99999994,28,28,0.9111111111111111
312,464,dialog,MRS. OTTERTON,Please. There's got to be somebody to find my Em. ,"{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,Please. There's got to be somebody to find my Emmitt.,0.56783175,28,28,0.9111111111111111
313,465,dialog,BOGO,Mrs. Otterton-- ,"{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,Mrs. Otterton? Please wait out here.,0.92304695,28,28,0.9111111111111111
314,466,dialog,HOPPS,I will find him. ,"{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,"I will find him, ",0.9218408,28,28,0.9111111111111111
315,468,dialog,MRS. OTTERTON,"Oh, thank you! Bless you, bless you little bunny! (hands picture of family) Take this. Find my Emmitt. Bring him home to me and my babies. Please? ","{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,"You find my Emmitt and bring him home to me and my babies, please.",0.7201317,28,28,0.9111111111111111
316,470,dialog,BOGO,Mrs. Otterton? Please wait out here. ,"{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,Mrs. Otterton? Please wait out here.,1.0000001,28,28,0.9111111111111111
317,471,dialog,MRS. OTTERTON,"Of course. Oh, thank you both so much. ","{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,Thank you so much. Thank you.,0.5308715,25,28,0.9111111111111111
318,472,dialog,BOGO,One second. ,"{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,"Wait a second, ",0.4741482,27,28,0.9111111111111111
319,474,dialog,BOGO,You're fired. ,"{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,You're fired.,1.0,28,28,0.9111111111111111
320,475,dialog,HOPPS,What? Why?! ,"{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,What? Why? ,0.9288294,28,28,0.9111111111111111
321,476,dialog,BOGO,"Insubordination. Now, I'm going to open this door and you're going to tell that otter you're a former meter maid with delusions of grandeur who will not be taking the case. ","{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,"Insubordination￼. Now, I'm going to open this door, and you are going to tell that otter you're a former meter maid with delusions of grandeur￼ who will not be taking the case.",0.80929214,28,28,0.9111111111111111
322,478,dialog,BELLWETHER,I just heard Officer Hopps is taking the case! ,"{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,I just heard Officer Hopps is taking the case! ,0.99999994,28,28,0.9111111111111111
323,479,dialog,BOGO,Assistant Mayor Bellwether... ,"{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,"Assistant Mayor Bellwether, ",0.97161746,10,28,0.9111111111111111
324,480,dialog,BELLWETHER,(texting) The Mammal Inclusion Initiative is really starting to pay off! Mayor Lionheart is just gonna be so jazzed! ,"{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,The Mammal Inclusion Initiative is really paying off! Mayor Lionheart is just going to be so jazzed! ,0.91709125,28,28,0.9111111111111111
325,481,dialog,BOGO,"No! No, let's not tell the mayor just yet-- ","{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,Let's not tell the mayor just yet—,0.90833384,28,28,0.9111111111111111
326,482,dialog,BELLWETHER,"And I sent it, and it is done, so I did do that. All right, well I'd say the case is in good hands! Us little guys really need to stick together! Right? ","{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,"And I sent it, and it's done, so I did do that, ",0.6391419,28,28,0.9111111111111111
327,483,dialog,HOPPS,Like glue! ,"{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,Like glue! ,1.0,28,28,0.9111111111111111
328,484,dialog,BELLWETHER,"(amused laughter) Good one! Just call me if you ever need anything, okay? You've always got a friend at City Hall, Judy. Alright, bye bye! ","{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,"Just call me if you ever need anything. You've always got a friend at city hall, Judy. All right, bye bye! ",0.8158746,28,28,0.9111111111111111
329,485,dialog,HOPPS,"Thank you, ma'am. ","{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,"Thank you, ma'am, ",0.9752564,28,28,0.9111111111111111
330,487,dialog,BOGO,I will give you 48 hours. ,"{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,"I will give you forty-eight hours, ",0.7394521,28,28,0.9111111111111111
331,488,dialog,HOPPS,YES! ,"{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,Yes! ,0.99999994,6,28,0.9111111111111111
332,489,dialog,BOGO,That's two days to find Emmitt Otterton. ,"{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,That's two days to find Emmitt Otterton.,1.0000001,28,28,0.9111111111111111
333,490,dialog,HOPPS,Okay. ,"{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,Okay.,1.0000001,28,28,0.9111111111111111
334,491,dialog,BOGO,"But, you strike out-- you resign. ","{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,"But you strike out, you resign.",0.98077774,28,28,0.9111111111111111
335,493,dialog,HOPPS,"Oh, uh... okay... deal. ","{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,"Okay… deal, ",0.6130143,28,28,0.9111111111111111
336,494,dialog,BOGO,Splendid. Clawhauser will give you the complete case file. ,"{'bogo': 21, 'hopps': 11, 'bellwether': 4}",25,"Splendid. Clawhauser will give you the complete case file, ",0.9977296,28,28,0.9111111111111111
337,496,dialog,CLAWHAUSER,Here ya go! One missing otter! ,{'hopps': 6},26,One missing otter! ,0.90551305,28,28,1.0
338,498,dialog,HOPPS,That's it?! ,{'hopps': 6},26,That's it? ,0.86179924,28,28,1.0
339,499,dialog,CLAWHAUSER,"Yikes! That is the smallest case file I've ever seen! Leads: none, witnesses: none-- and you're not in the computer system yet, so resources: none. (chuckles) I hope you didn't stake your career on cracking this one. ",{'hopps': 6},26,"Splendid. Clawhauser will give you the complete case file, ",0.5706073,28,28,1.0
340,501,dialog,HOPPS,"Okay. (deep breath) ""Last known sighting..."" ",{'hopps': 6},26,"Last known sighting…, ",0.7198184,28,28,1.0
341,503,dialog,HOPPS,Can I just borrow-- (grabbing soda bottle) Thank you. ,{'hopps': 6},26,Let me borrow that.,0.461108,28,28,1.0
342,505,dialog,HOPPS,Pawpsicle. ,{'hopps': 6},26,Pawpsicle.,1.0000001,28,28,1.0
343,506,dialog,CLAWHAUSER,The murder weapon! ,{'hopps': 6},26,The murder weapon! ,1.0,28,28,1.0
344,507,dialog,HOPPS,Get your pawpsicle... ,{'hopps': 6},26,"Get your pawpsicle…, ",0.9539044,28,28,1.0
345,508,dialog,CLAWHAUSER,"Yeah, `cause that... What does that mean? ",{'hopps': 6},26,"Yeah, because… What does that mean? ",0.77814835,28,28,1.0
346,509,dialog,HOPPS,It means I... have a lead. ,{'hopps': 6},26,It means I… have a lead.,0.979175,28,28,1.0
347,511,dialog,HOPPS,Hi! Hello? It's me again! ,"{'hopps': 14, 'nick': 12}",27,Hi! Hello? It's me again! ,1.0000002,2,2,0.8571428571428571
348,512,dialog,NICK,"Hey, it's Officer Toot Toot. ","{'hopps': 14, 'nick': 12}",27,"Hey, it's Officer Toot-Toot, ",0.9820197,2,2,0.8571428571428571
349,513,dialog,HOPPS,"(fake laugh, humoring him) Ha-ha-ho, no actually it's Officer Hopps, and I'm here to ask you some questions about a case. ","{'hopps': 14, 'nick': 12}",27,"No, actually, it's Officer Hopps, and I'm here to ask you some questions about a case.",0.8497583,2,2,0.8571428571428571
350,514,dialog,NICK,"What happened, meter maid? Did someone steal a traffic cone? It wasn't me. ","{'hopps': 14, 'nick': 12}",27,"What happened, meter maid? ",0.79360837,2,2,0.8571428571428571
351,516,dialog,NICK,"Hey, Carrots, you're gonna wake the baby, I gotta get to work. ","{'hopps': 14, 'nick': 12}",27,"Carrots, you're gonna wake the baby. I've got to get to work, ",0.9642566,2,2,0.8571428571428571
352,517,dialog,HOPPS,"This is important, sir. I think your ten dollars worth of popsicles can wait. ","{'hopps': 14, 'nick': 12}",27,"This is important, sir. I think your ten dollars' worth of pawpsicles can wait.",0.68052065,2,2,0.8571428571428571
353,518,dialog,NICK,"I make 200 bucks a day, fluff. 365 days a year, since I was 12, and time is money, hop along. ","{'hopps': 14, 'nick': 12}",27,"I make two hundred bucks a day, Fluff. Three hundred sixty-five days a year, since I was twelve. And time is money, so hop along.",0.8905937,2,2,0.8571428571428571
354,519,dialog,HOPPS,"Please, just look at the picture. ","{'hopps': 14, 'nick': 12}",27,Please! ,0.38111705,6,2,0.8571428571428571
355,521,dialog,HOPPS,You sold Mr. Otterton that popsicle right? Do you know him? ,"{'hopps': 14, 'nick': 12}",27,Mrs. Otterton? Please wait out here.,0.5617014,28,2,0.8571428571428571
356,522,dialog,NICK,"I know everybody. And I also know that somewhere there's a toy store missing its stuffed animal, so why don't you get back to your box. ","{'hopps': 14, 'nick': 12}",27,"Lady, I know everybody. I also know that somewhere there's a toy store missing its stuffed animals, so why don't you get back to your box? ",0.9335056,2,2,0.8571428571428571
357,524,dialog,HOPPS,Fine. Then we'll have to do this the hard way. ,"{'hopps': 14, 'nick': 12}",27,Then we'll have to do this the hard way.,0.8617116,2,2,0.8571428571428571
358,526,dialog,NICK,Did you just boot my stroller? ,"{'hopps': 14, 'nick': 12}",27,Did you just boot my stroller? ,0.99999994,2,2,0.8571428571428571
359,527,dialog,HOPPS,"Nicholas Wilde, you are under arrest. ","{'hopps': 14, 'nick': 12}",27,"Nicholas Wilde, you are under arrest, ",0.97857124,2,2,0.8571428571428571
360,528,dialog,NICK,For what? Howting your feewings? ,"{'hopps': 14, 'nick': 12}",27,And to whom did you sell them? ,0.37407753,17,2,0.8571428571428571
361,529,dialog,HOPPS,Felony tax evasion. ,"{'hopps': 14, 'nick': 12}",27,"you reported, let me see here, zero. Unfortunately, lying on a federal form is a punishable offense. Five years jail time.",0.46656984,2,2,0.8571428571428571
362,531,dialog,HOPPS,"Yeah. 200 dollars a day... 365 days a year... since you were 12, that's two decades, so times twenty... (calculating) ","{'hopps': 14, 'nick': 12}",27,"Two hundred dollars a day… three hundred sixty-five days a year… since you were twelve. That's two decades, so times twenty… which is one million, four hundred sixty thousand—I think, I mean I am just a dumb bunny—but we are good at multiplying￼. Anyway, according to your tax forms",0.76545423,2,2,0.8571428571428571
363,532,dialog,,41. ,"{'hopps': 14, 'nick': 12}",27,"Thirty-nine… forty. There you go. Way to work that diaper￼, big guy. What, no kiss bye-bye for Daddy? ",0.47823843,26,2,0.8571428571428571
364,533,dialog,HOPPS,"...which is one million four- hundred sixty thousand-- I think, I mean I am just a dumb bunny, but we are good at multiplying-- anyway, according to your tax forms... (presenting the forms) ...you reported let me see here: zero. Unfortunately, lying on a federal form is a punishable offense. Five years jail time. ","{'hopps': 14, 'nick': 12}",27,"you reported, let me see here, zero. Unfortunately, lying on a federal form is a punishable offense. Five years jail time.",0.7822641,2,2,0.8571428571428571
365,534,dialog,NICK,"Well, it's my word against yours. ","{'hopps': 14, 'nick': 12}",27,"Well, it's my word against yours, ",0.97489727,2,2,0.8571428571428571
366,536,dialog,NICK,"""200 bucks a day, fluff. 365 days a year, since I was 12."" ","{'hopps': 14, 'nick': 12}",27,"I make two hundred bucks a day, Fluff. Three hundred sixty-five days a year, since I was twelve. And time is money, so hop along.",0.6708074,2,2,0.8571428571428571
367,537,dialog,HOPPS,"Actually, it's your word against yours. And if you want this pen, you're going to help me find this poor missing otter or the only place you'll be selling popsicles is the prison cafeteria. (dramatic smirk) It's called a hustle, sweetheart. ","{'hopps': 14, 'nick': 12}",27,"And if you want this pen, you're going to cooperate with my investigation or the only place you'll be selling pawpsicles is the prison cafeteria.",0.59550154,2,2,0.8571428571428571
368,539,dialog,FINNICK,"She hustled you. (rude laugh) She hustled you good! You're a cop now Nick, you're gonna need one of these! Have fun working with the fuzz! ","{'hopps': 14, 'nick': 12}",27,"She hustled you. She hustled you good. You're a cop now, Nick; you're gonna need one of these! ",0.8999161,2,2,0.8571428571428571
369,541,dialog,HOPPS,Start talking. ,"{'hopps': 14, 'nick': 12}",27,"Start talking, ",0.9499572,2,2,0.8571428571428571
370,542,dialog,NICK,I don't know where he is. I only saw where he went. ,"{'hopps': 14, 'nick': 12}",27,I don't know where he is. I only saw where he went.,1.0,2,2,0.8571428571428571
371,543,dialog,HOPPS,"Great, let's go. ","{'hopps': 14, 'nick': 12}",27,"Great, let's go.",1.0,2,2,0.8571428571428571
372,544,dialog,NICK,It's not exactly a place for a cute little bunny. ,"{'hopps': 14, 'nick': 12}",27,"It's not exactly a place for a cute little bunny, ",0.9968241,2,2,0.8571428571428571
373,545,dialog,HOPPS,Don't call me cute. (forceful) Get in the car. ,"{'hopps': 14, 'nick': 12}",27,"Don't call me cute, ",0.6362828,2,2,0.8571428571428571
374,546,dialog,NICK,Okay. You're the boss. ,"{'hopps': 14, 'nick': 12}",27,Okay. You're the boss.,1.0,2,2,0.8571428571428571
375,548,dialog,YAX THE HIPPIE YAK,Oooooooooohmmmmmmmm. Oooooooooooohmmmmmm. ,"{'hopps': 6, 'nick': 3}",28,Oooooooohmmmmm.,0.74139947,3,3,0.8666666666666667
376,549,dialog,HOPPS,"Hi, hello. ","{'hopps': 6, 'nick': 3}",28,"Hi, ",0.8530939,6,3,0.8666666666666667
377,551,dialog,HOPPS,"Um, hello? Hello? HELLO?! ","{'hopps': 6, 'nick': 3}",28,Hello? Excuse me? ,0.7424154,25,3,0.8666666666666667
378,553,dialog,HOPPS,Hello! My name is-- ,"{'hopps': 6, 'nick': 3}",28,Hello! My name is—,0.9174943,3,3,0.8666666666666667
379,554,dialog,YAX THE HIPPIE YAK,"Ooo, you know, I'm gonna hit the pause button right there, `cause we're all good on Bunny Scout Cookies. ","{'hopps': 6, 'nick': 3}",28,"Oh, you know, I'm gonna hit the pause button right there. We are all good on Bunny Scout Cookies, ",0.9776374,3,3,0.8666666666666667
380,555,dialog,HOPPS,"Uh, no... I'm Officer Hopps, ZPD. I'm looking for a missing mammal, Emmitt Otterton. Right here-- (shows photo) --who may have frequented this establishment. ","{'hopps': 6, 'nick': 3}",28,"I am Officer Hopps, ZPD. I am looking for a missing mammal, Emmitt Otterton",0.9068203,3,3,0.8666666666666667
381,557,dialog,YAX THE HIPPIE YAK,AH-CHOO! ,"{'hopps': 6, 'nick': 3}",28,AH-CHOO! ,1.0,3,3,0.8666666666666667
382,558,dialog,AH-CHOO!,"(flies go everywhere) Yeah, Ol' Emmitt! Haven't seen him in a couple weeks. But hey, you should talk to his yoga instructor, I'd be happy to take you back. ","{'hopps': 6, 'nick': 3}",28,"Yep, Ol' Emmitt. Haven't seen him in a couple weeks. But hey, you should talk to his yoga instructor. I'd be happy to take you back.",0.8857777,3,3,0.8666666666666667
383,559,dialog,HOPPS,"Oh, thank you so much, I'd appreciate that more than you can imagine. It would be such a big-- (scream) You are naked! ","{'hopps': 6, 'nick': 3}",28,You are naked! ,0.48938155,3,3,0.8666666666666667
384,561,dialog,YAX THE HIPPIE YAK,"Huh? Oh for sure, we're a naturalist club. ","{'hopps': 6, 'nick': 3}",28,"Huh? Oh, for sure, we're a Naturalist Club, ",0.99513525,3,3,0.8666666666666667
385,562,dialog,NICK,"Yeah, in Zootopia anyone can be anything. These guys... they be naked. ","{'hopps': 6, 'nick': 3}",28,"Yeah, in Zootopia anyone can be anything…, ",0.82285166,3,3,0.8666666666666667
386,564,dialog,YAX THE HIPPIE YAK,Nangi's just on the other side of the pleasure pool. ,"{'hopps': 6, 'nick': 3}",28,"Nanga's on the other side of the pleasure pool, ",0.89244723,3,3,0.8666666666666667
387,566,dialog,NICK,"Does this make you uncomfortable? Because, if so, there's no shame in calling it quits. ","{'hopps': 6, 'nick': 3}",28,Does this make you uncomfortable? Because there is no shame in calling it quits. We could end our deal right now.,0.82841516,3,3,0.8666666666666667
388,567,dialog,HOPPS,Yes there is. ,"{'hopps': 6, 'nick': 3}",28,"Yes, there is, ",0.83561546,3,3,0.8666666666666667
389,568,dialog,NICK,"Boy, that's the spirit. ","{'hopps': 6, 'nick': 3}",28,"Boy, that's the spirit, ",0.9465939,3,3,0.8666666666666667
